0004,10000 LUZIANE DO MUCURA,2
0004,10111 PROFESSORA NONATA COSTA,15
0004,10123 PAULINHO PROMOÇÕES,5
0004,10333 DAVID GARCÊS,4
0004,10456 GLEIDSON DA BOA AGUA,1
0004,10610 KINZINHO DO VOLMIR,33
0004,10777 PAULO DA JUDITE,4
0004,10789 FLÁVIO CASCAVELENSE,3
0004,11190 MAGALY MORAIS,1
0004,11666 LIBERATO FILHO,3
0004,11999 JAIRO TAXISTA,2
0004,12123 NENEM DA VIUVA,1
0004,12345 DR GUTEMBERG,1
0004,12777 VITORIA MARTINS,20
0004,12888 NETO POLI,6
0004,13123 PROFESSOR ADEILDO,3
0004,13222 FÁBIA NAPOLEAO,1
0004,13444 TIAGO ROCHA,7
0004,13456 ENFERMEIRA LEUDA CARVALHO,1
0004,13789 PROFESSOR ERIVAN,7
0004,22111 VINÍCIUS OLINDA,1
0004,22333 TAZIA XAVIER,4
0004,27000 LAURO CARDOSO,1
0004,27456 ENFERMEIRA MARCIA,1
0004,27999 JUNIOR GENRO JULIO,24
0004,28123 PRISCILA LIMA,3
0004,28666 FANTIQUIM,15
0004,28888 VALDECIR,7
0004,40000 VIEIRA DO TIQUINHO,1
0004,40111 ALLISON CAMILO,23
0004,40123 BETO RAMIRES,2
0004,40444 ADONIAS DO TURISMO,19
0004,40555 NOVO CONSTRUÇÃO,4
0004,44123 GAVIÃO SILVA,1
0004,44222 LALÁ,1
0004,44333 ELISANGELA SILVA,1
0004,44777 NILDE BORGES,1
0004,44789 LUCIÉDSON FREITAS,2
0004,44900 SHEIK DO DR BRUNO,1
0004,45000 MAJU,4
0004,45123 DUDU DA CAPONGA,7
0004,45555 FRANCISCO DO BALBINO,4
