0128,10000 LUZIANE DO MUCURA,7
0128,10123 PAULINHO PROMOÇÕES,8
0128,10222 MICHAEL SULLYVAN,1
0128,10333 DAVID GARCÊS,2
0128,10456 GLEIDSON DA BOA AGUA,2
0128,10777 PAULO DA JUDITE,9
0128,10789 FLÁVIO CASCAVELENSE,10
0128,11000 FREITAS DA SAÚDE,32
0128,11111 PASTORA HELENA CORDEIRO,3
0128,11222 SEBASTIÃO UCHÔA,4
0128,11789 EDUARDO CRUZ,1
0128,12123 NENEM DA VIUVA,3
0128,12555 HELIO ALEGRIA,1
0128,12888 NETO POLI,4
0128,13123 PROFESSOR ADEILDO,2
0128,13222 FÁBIA NAPOLEAO,1
0128,13444 TIAGO ROCHA,6
0128,13456 ENFERMEIRA LEUDA CARVALHO,1
0128,13789 PROFESSOR ERIVAN,2
0128,18777 FABIO MARTINS,2
0128,20333 CELIA DAS MARIAS,1
0128,22000 CLAUDEMIR TOCA FOGO,7
0128,22100 NÚBIA DO ABRIGO MASCOTINHO,10
0128,22111 VINÍCIUS OLINDA,4
0128,22222 RAFAEL AZEVEDO,2
0128,22300 GILBERTO DA MANGABEIRA,1
0128,22777 GUI DA PADARIA,2
0128,22888 LEIDIANE CIRÍACO,5
0128,22999 PITANGA DA FUNERÁRIA,4
0128,27000 LAURO CARDOSO,2
0128,27111 DIEGO MARADONA,1
0128,27123 MARCIO RABELO,6
0128,27456 ENFERMEIRA MARCIA,10
0128,27777 SERGINHO PARATLETA,1
0128,27888 MARCELO DO PAREDÃO,5
0128,28007 JOSUÉ CORREIA,1
0128,28111 JORGE RODRIGUES,4
0128,28123 PRISCILA LIMA,13
0128,28124 MARLY DO BENJAMIN,6
0128,28333 ADILENE NOBRE,1
0128,28666 FANTIQUIM,1
0128,28777 CLENILDO QUEIROZ,3
0128,28888 VALDECIR,6
0128,40000 VIEIRA DO TIQUINHO,9
0128,40123 BETO RAMIRES,5
0128,40222 NETA FREITAS,1
0128,40456 JORDANA BRAGA,1
0128,40555 NOVO CONSTRUÇÃO,27
0128,44000 OLIVEIRA SILVA,1
0128,44123 GAVIÃO SILVA,5
0128,44222 LALÁ,1
0128,44444 KEKEU DO MUCURA,10
0128,44555 LURDENIS VIEIRA,5
0128,44567 NETO DANTAS,1
0128,44789 LUCIÉDSON FREITAS,3
0128,45111 BAMBAM DAS PEGADINHAS,1
0128,45121 MAZE,1
0128,45555 FRANCISCO DO BALBINO,2
0128,45777 BRUMARK,6
0128,45888 ZE DO JORNAL,1
0128,70555 HELENA PORFÍRIO,1
