0060,10000 LUZIANE DO MUCURA,5
0060,10123 PAULINHO PROMOÇÕES,1
0060,10456 GLEIDSON DA BOA AGUA,13
0060,10555 PROFESSORA ADRIANA,1
0060,10777 PAULO DA JUDITE,8
0060,10789 FLÁVIO CASCAVELENSE,5
0060,11000 FREITAS DA SAÚDE,1
0060,11222 SEBASTIÃO UCHÔA,40
0060,11234 TIA LURDES,1
0060,12888 NETO POLI,8
0060,13123 PROFESSOR ADEILDO,13
0060,13222 FÁBIA NAPOLEAO,1
0060,13444 TIAGO ROCHA,20
0060,13789 PROFESSOR ERIVAN,1
0060,18235 CLENILSON DA MANGABEIRA,1
0060,22000 CLAUDEMIR TOCA FOGO,1
0060,22100 NÚBIA DO ABRIGO MASCOTINHO,1
0060,22111 VINÍCIUS OLINDA,2
0060,22300 GILBERTO DA MANGABEIRA,6
0060,22333 TAZIA XAVIER,1
0060,22888 LEIDIANE CIRÍACO,1
0060,27000 LAURO CARDOSO,16
0060,27123 MARCIO RABELO,1
0060,27456 ENFERMEIRA MARCIA,1
0060,27888 MARCELO DO PAREDÃO,2
0060,27999 JUNIOR GENRO JULIO,3
0060,28007 JOSUÉ CORREIA,1
0060,28123 PRISCILA LIMA,8
0060,28666 FANTIQUIM,1
0060,40000 VIEIRA DO TIQUINHO,2
0060,40123 BETO RAMIRES,5
0060,40222 NETA FREITAS,1
0060,40444 ADONIAS DO TURISMO,1
0060,40456 JORDANA BRAGA,15
0060,40555 NOVO CONSTRUÇÃO,4
0060,44000 OLIVEIRA SILVA,2
0060,44444 KEKEU DO MUCURA,1
0060,44567 NETO DANTAS,1
0060,44789 LUCIÉDSON FREITAS,1
0060,44900 SHEIK DO DR BRUNO,2
0060,45789 PATRICIA,1
0060,70100 RUBENILTON,1
