0091,10000 LUZIANE DO MUCURA,3
0091,10111 PROFESSORA NONATA COSTA,1
0091,10123 PAULINHO PROMOÇÕES,6
0091,10333 DAVID GARCÊS,3
0091,10456 GLEIDSON DA BOA AGUA,5
0091,10777 PAULO DA JUDITE,18
0091,10789 FLÁVIO CASCAVELENSE,4
0091,11000 FREITAS DA SAÚDE,8
0091,11111 PASTORA HELENA CORDEIRO,1
0091,11222 SEBASTIÃO UCHÔA,5
0091,11777 DIONES LIMA,1
0091,11789 EDUARDO CRUZ,1
0091,11999 JAIRO TAXISTA,1
0091,12111 CRISTIANE GOMES,1
0091,12123 NENEM DA VIUVA,2
0091,12666 MARIA ELENICE,3
0091,12888 NETO POLI,8
0091,13000 MARIA JÔ,1
0091,13123 PROFESSOR ADEILDO,13
0091,13222 FÁBIA NAPOLEAO,4
0091,13444 TIAGO ROCHA,13
0091,13456 ENFERMEIRA LEUDA CARVALHO,1
0091,13789 PROFESSOR ERIVAN,6
0091,18000 PROFESSOR JOSÉ BESOURO,1
0091,18400 UELITON FARIAS,1
0091,18444 ELIANE,1
0091,18666 DR AURÉLIO,1
0091,20333 CELIA DAS MARIAS,1
0091,20777 CLAUDIA MARIA,1
0091,22000 CLAUDEMIR TOCA FOGO,5
0091,22100 NÚBIA DO ABRIGO MASCOTINHO,5
0091,22111 VINÍCIUS OLINDA,3
0091,22222 RAFAEL AZEVEDO,6
0091,22999 PITANGA DA FUNERÁRIA,1
0091,27000 LAURO CARDOSO,1
0091,27123 MARCIO RABELO,4
0091,27456 ENFERMEIRA MARCIA,1
0091,27888 MARCELO DO PAREDÃO,2
0091,27999 JUNIOR GENRO JULIO,2
0091,28123 PRISCILA LIMA,15
0091,28124 MARLY DO BENJAMIN,1
0091,28777 CLENILDO QUEIROZ,2
0091,28888 VALDECIR,8
0091,40000 VIEIRA DO TIQUINHO,2
0091,40123 BETO RAMIRES,6
0091,40222 NETA FREITAS,2
0091,40444 ADONIAS DO TURISMO,3
0091,40456 JORDANA BRAGA,1
0091,40555 NOVO CONSTRUÇÃO,6
0091,44123 GAVIÃO SILVA,3
0091,44444 KEKEU DO MUCURA,5
0091,44456 JEOVANE DO GÁS,1
0091,44555 LURDENIS VIEIRA,4
0091,44567 NETO DANTAS,1
0091,44789 LUCIÉDSON FREITAS,4
0091,45111 BAMBAM DAS PEGADINHAS,1
0091,45888 ZE DO JORNAL,2
0091,70555 HELENA PORFÍRIO,1
