0034,10777 PAULO DA JUDITE,3
0034,10789 FLÁVIO CASCAVELENSE,6
0034,11000 FREITAS DA SAÚDE,3
0034,11111 PASTORA HELENA CORDEIRO,1
0034,11222 SEBASTIÃO UCHÔA,39
0034,12123 NENEM DA VIUVA,2
0034,12888 NETO POLI,13
0034,13123 PROFESSOR ADEILDO,75
0034,13222 FÁBIA NAPOLEAO,2
0034,13444 TIAGO ROCHA,33
0034,13567 PROFESSOR OZELITO,2
0034,13789 PROFESSOR ERIVAN,1
0034,22000 CLAUDEMIR TOCA FOGO,6
0034,22100 NÚBIA DO ABRIGO MASCOTINHO,2
0034,22111 VINÍCIUS OLINDA,1
0034,22300 GILBERTO DA MANGABEIRA,3
0034,22333 TAZIA XAVIER,1
0034,22999 PITANGA DA FUNERÁRIA,2
0034,27000 LAURO CARDOSO,1
0034,27123 MARCIO RABELO,1
0034,27999 JUNIOR GENRO JULIO,10
0034,28007 JOSUÉ CORREIA,3
0034,28123 PRISCILA LIMA,7
0034,28666 FANTIQUIM,2
0034,28888 VALDECIR,2
0034,40000 VIEIRA DO TIQUINHO,1
0034,40444 ADONIAS DO TURISMO,5
0034,40456 JORDANA BRAGA,2
0034,40555 NOVO CONSTRUÇÃO,2
0034,44444 KEKEU DO MUCURA,10
0034,44456 JEOVANE DO GÁS,1
0034,44555 LURDENIS VIEIRA,1
0034,44567 NETO DANTAS,2
0034,44789 LUCIÉDSON FREITAS,2
0034,45123 DUDU DA CAPONGA,1
0034,45888 ZE DO JORNAL,2
